"2017-02-24 03:28:37.384227"
"**";"0001";"OMSENING MARS HAMAR";"ELVESLETTA 11";" ";"INGEBERG";"NO";"2323";0;0;"9719009091000000";"9739009079000000";" ";"Postboks 14";" ";"INGEBERG";"NO";"2323";0;0;0;"N";"TOR INGE AMUNDSEN";" ";7;28;" ";"N";0;0;"N";"N";0;"N";"N";0;"N";"N";1;7;30;8;40;172;1;"Y";0;0;0;"N";.00;.0;.00;.0;.00;"HAMAR";"N";"A";"Y";"Y";30;"N";"N";"N";"Y";"Y";"Y";"N";"LABOR";"DIESEL";"PICKUP";"DEL";"N";" ";"Y";0;0;"3.0";9033;"NHAM";" ";"Org.nr: MVA";0;0;"Y";1;101;.0000;"HAMAR";"Y";"N";"RAMIRENT AS";" ";"0213";"A";"N";"H";0;0;0;"7.0";"N";"Y";" ";"D";"Y";"N";" ";" ";" ";" ";" ";0;0;0;0;20130819;130614;"RGNOSIDGAA";"email@ramirent.com";"WWW.RAMIRENT.NO";"NO01";"DMY";"NOR";"NOK";"NO";" ";"Y";"Y";"N";" ";" ";" ";" ";" ";" ";" ";1.00000;"N";"N";0;"97500644722";"NO6897500644722";"ESSENOKX";"N";"N";"N";" ";" ";"manager@ramirent.no";"NO 984 820 011";" ";"N";922;.060;"N";"N";"2012-05-04-18.54.02.440291";" ";"2014-03-18-12.41.51.573376";0
"GB";"0001";"GROUP WORKING COMPANY";"STRANDVEIEN 13";" ";"LYSAKER";"NO";"1372";0;0;" ";" ";" ";"SOGNSHØY NÆRINGSPARK";" ";"RYGGE";"NO";"1581";0;0;0;"N";" ";" ";7;28;" ";"N";0;0;"N";"N";0;"N";"N";0;"N";"N";1;7;30;8;40;172;1;"Y";0;0;0;"N";.00;.0;.00;.0;.00;"Group Working Company";"N";"A";"Y";"Y";30;"N";"N";"N";"Y";"Y";"Y";"N";"LABOR";"DIESEL";"PICKUP";"DEL";"N";" ";"Y";0;0;" ";1;"0001";" ";"Org.nr: MVA";0;0;"Y";3;104;.0000;"WORKING";"Y";"N";"RAMIRENT AS";" ";"0104";"A";"N";"B";0;0;0;" ";"N";"Y";" ";"D";"Y";"N";" ";" ";" ";" ";" ";0;0;0;0;20130402;231705;"WG047PS";"email@ramirent.com";"WWW.RAMIRENT.NO";"NO01";"DMY";"NOR";"NOK";"NO";" ";"Y";"Y";"N";" ";" ";" ";" ";" ";" ";" ";1.00000;"N";"N";0;"97500644722";"NO6897500644722";"ESSENOKX";"N";"N";"N";" ";" ";"manager@ramirent.no";"NO 984 820 011";" ";"N";539;.000;" ";" ";"2012-05-04-18.54.02.440291";" ";"2014-01-28-17.49.27.643740";0
"GW";"0001";"GROUP WORKING COMPANY";"STRANDVEIEN 13";" ";"LYSAKER";"NO";"1372";0;0;" ";" ";" ";"SOGNSHØY NÆRINGSPARK";" ";"RYGGE";"NO";"1581";0;0;0;"N";" ";" ";7;28;" ";"N";0;0;"N";"N";0;"N";"N";0;"N";"N";1;7;30;8;40;172;1;"Y";0;0;0;"N";.00;.0;.00;.0;.00;"Group Working Company";"N";"A";"Y";"Y";30;"N";"N";"N";"Y";"Y";"Y";"N";"LABOR";"DIESEL";"PICKUP";"DEL";"N";" ";"Y";0;0;" ";1;"0001";" ";"Org.nr: MVA";0;0;"Y";3;104;.0000;"WORKING";"Y";"N";"RAMIRENT AS";" ";"0104";"A";"N";"B";0;0;0;" ";"N";"Y";" ";"D";"Y";"N";" ";" ";" ";" ";" ";0;0;0;0;20130402;231705;"WG047PS";"email@ramirent.com";"WWW.RAMIRENT.NO";"NO01";"DMY";"NOR";"NOK";"NO";" ";"Y";"Y";"N";" ";" ";" ";" ";" ";" ";" ";1.00000;"N";"N";0;"97500644722";"NO6897500644722";"ESSENOKX";"N";"N";"N";" ";" ";"manager@ramirent.no";"NO 984 820 011";" ";"N";540;.000;" ";" ";"2012-05-04-18.54.02.440291";" ";"2014-01-28-17.49.27.753496";0
"10";"9500";"ADMINISTRATION";"ÄYRITIE 16";" ";"VANTAA";"FI";"01510";20;750200;" ";" ";" ";"P.O.BOX 116";" ";"VANTAA";"FI";"01511";0;0;2;"N";" ";" ";7;28;" ";"N";0;0;"N";"N";0;"N";"N";0;"N";"N";1;7;28;8;40;172;15;"Y";0;0;0;"N";.00;.0;.00;.0;.00;"PLC ADMINISTRATION";"N";"A";"Y";"Y";30;"N";"N";"N";"Y";"Y";"Y";"N";"LABOR";"SOLAR";"PICKUP";"DEL";" ";" ";"N";0;0;" ";9500;"PLC ADMINISTRATION";" ";" ";0;0;"Y";3;100;.0000;"ADMIN";"Y";"N";"RAMIRENT PLC";" ";"1000";"A";"N";"B";0;0;0;" ";"N";"Y";" ";"D";"Y";"N";" ";" ";" ";" ";" ";0;0;0;0;20160808;124212;"RGRGMARNIV";" ";"WWW.RAMIRENT.COM";"FI01";"DMY";"ENU";"EUR";"FI";" ";"N";"Y";" ";" ";" ";" ";" ";" ";" ";" ";1.00000;"9500";"Y";0;" ";"FI2915963000059990";"NDEAFIHH";"N";"N";"N";" ";" ";" ";"FI09771354";" ";"N";239;.000;" ";" ";"2012-12-28-21.46.22.823256";" ";"2016-08-08-12.42.32.775448";0
"10";"9510";"FINANCE";"ÄYRITIE 16";" ";"VANTAA";"FI";"01510";20;750200;" ";" ";" ";"P.O.BOX 116";" ";"VANTAA";"FI";"01511";0;0;2;"N";" ";" ";7;28;" ";"N";0;0;"N";"N";0;"N";"N";0;"N";"N";1;7;28;8;40;160;15;"Y";0;0;0;"N";.00;.0;.00;.0;.00;"PLC FINANCE";"N";"A";"Y";"Y";30;"N";"N";"N";"Y";"Y";"Y";"N";"LABOR";"SOLAR";"PICKUP";"DEL";" ";" ";"N";0;0;" ";9510;"PLC FINANCE";" ";" ";0;0;"Y";3;100;.0000;"FINANCE";"Y";"N";"RAMIRENT PLC";" ";"1001";"A";"N";"B";0;0;0;" ";"N";"Y";" ";"D";"Y";"N";" ";" ";" ";" ";" ";0;0;0;0;20160808;124212;"RGRGMARNIV";" ";"WWW.RAMIRENT.COM";"FI01";"DMY";"ENU";"EUR";"FI";" ";"N";"Y";" ";" ";" ";" ";" ";" ";" ";" ";1.00000;"9510";"Y";0;" ";"FI2915963000059990";"NDEAFIHH";"N";"N";"N";" ";" ";" ";"FI09771354";" ";"N";240;.000;" ";" ";"2012-12-28-21.46.23.011914";" ";"2016-08-08-12.47.42.781773";0
"10";"9511";"BUSINESS CONTROL";"ÄYRITIE 16";" ";"VANTAA";"FI";"01510";20;750200;" ";" ";" ";"P.O.BOX 116";" ";"VANTAA";"FI";"01511";0;0;2;"N";" ";" ";7;28;" ";"N";0;0;"N";"N";0;"N";"N";0;"N";"N";1;7;28;8;40;172;15;"Y";0;0;0;"N";.00;.0;.00;.0;.00;"PLC BUSINESS CONTROL";"N";"A";"Y";"Y";30;"N";"N";"N";"Y";"Y";"Y";"N";"LABOR";"SOLAR";"PICKUP";"DEL";" ";" ";"N";0;0;" ";9511;"PLC BUSINESS CONTROL";" ";" ";0;0;"Y";3;100;.0000;"BUSINESS";"Y";"N";"RAMIRENT PLC";" ";"1001";"A";"N";"B";0;0;0;" ";"N";"Y";" ";"D";"Y";"N";" ";" ";" ";" ";" ";0;0;0;0;20160808;124212;"RGRGMARNIV";" ";"WWW.RAMIRENT.COM";"FI01";"DMY";"ENU";"EUR";"FI";" ";"N";"Y";" ";" ";" ";" ";" ";" ";" ";" ";1.00000;"9511";"Y";0;" ";"FI2915963000059990";"NDEAFIHH";"N";"N";"N";" ";" ";" ";"FI09771354";" ";"N";556;.000;" ";" ";"2012-12-28-21.46.23.011914";" ";"2016-08-08-12.48.03.990503";0
"10";"9512";"TREASURY";"ÄYRITIE 16";" ";"VANTAA";"FI";"01510";20;750200;" ";" ";" ";"P.O.BOX 116";" ";"VANTAA";"FI";"01511";0;0;2;"N";" ";" ";7;28;" ";"N";0;0;"N";"N";0;"N";"N";0;"N";"N";1;7;28;8;40;172;15;"Y";0;0;0;"N";.00;.0;.00;.0;.00;"PLC TREASURY";"N";"A";"Y";"Y";30;"N";"N";"N";"Y";"Y";"Y";"N";"LABOR";"SOLAR";"PICKUP";"DEL";" ";" ";"N";0;0;" ";9512;"PLC TREASURY";" ";" ";0;0;"Y";3;100;.0000;"TREASURY";"Y";"N";"RAMIRENT PLC";" ";"1001";"A";"N";"B";0;0;0;" ";"N";"Y";" ";"D";"Y";"N";" ";" ";" ";" ";" ";0;0;0;0;20160808;124212;"RGRGMARNIV";" ";"WWW.RAMIRENT.COM";"FI01";"DMY";"ENU";"EUR";"FI";" ";"N";"Y";" ";" ";" ";" ";" ";" ";" ";" ";1.00000;"9512";"Y";0;" ";"FI2915963000059990";"NDEAFIHH";"N";"N";"N";" ";" ";" ";"FI09771354";" ";"N";558;.000;" ";" ";"2012-12-28-21.46.23.011914";" ";"2016-08-08-12.48.22.192151";0
"10";"9520";"INTERNAL AUDIT";"ÄYRITIE 16";" ";"VANTAA";"FI";"01510";20;750200;" ";" ";" ";"P.O.BOX 116";" ";"VANTAA";"FI";"01511";0;0;2;"N";" ";" ";7;28;" ";"N";0;0;"N";"N";0;"N";"N";0;"N";"N";1;7;28;8;40;160;15;"Y";0;0;0;"N";.00;.0;.00;.0;.00;"PLC INTERNAL AUDIT";"N";"A";"Y";"Y";30;"N";"N";"N";"Y";"Y";"Y";"N";"LABOR";"SOLAR";"PICKUP";"DEL";" ";" ";"N";0;0;" ";9520;"PLC INTERNAL AUDIT";" ";" ";0;0;"Y";3;100;.0000;"INT AUDIT";"Y";"N";"RAMIRENT PLC";" ";"1001";"A";"N";"B";0;0;0;" ";"N";"Y";" ";"D";"Y";"N";" ";" ";" ";" ";" ";0;0;0;0;20160808;124212;"RGRGMARNIV";" ";"WWW.RAMIRENT.COM";"FI01";"DMY";"ENU";"EUR";"FI";" ";"N";"Y";" ";" ";" ";" ";" ";" ";" ";" ";1.00000;"9520";"Y";0;" ";"FI2915963000059990";"NDEAFIHH";"N";"N";"N";" ";" ";" ";"FI09771354";" ";"N";241;.000;" ";" ";"2012-12-28-21.46.23.201542";" ";"2016-08-08-12.48.43.757824";0
"10";"9530";"LEGAL";"ÄYRITIE 16";" ";"VANTAA";"FI";"01510";20;750200;" ";" ";" ";"P.O.BOX 116";" ";"VANTAA";"FI";"01511";0;0;2;"N";" ";" ";7;28;" ";"N";0;0;"N";"N";0;"N";"N";0;"N";"N";1;7;28;8;40;160;15;"Y";0;0;0;"N";.00;.0;.00;.0;.00;"PLC LEGAL";"N";"A";"Y";"Y";30;"N";"N";"N";"Y";"Y";"Y";"N";"LABOR";"SOLAR";"PICKUP";"DEL";" ";" ";"N";0;0;" ";9530;"PLC LEGAL";" ";" ";0;0;"Y";3;100;.0000;"LEGAL";"Y";"N";"RAMIRENT PLC";" ";"1000";"A";"N";"B";0;0;0;" ";"N";"Y";" ";"D";"Y";"N";" ";" ";" ";" ";" ";0;0;0;0;20160808;124212;"RGRGMARNIV";" ";"WWW.RAMIRENT.COM";"FI01";"DMY";"ENU";"EUR";"FI";" ";"N";"Y";" ";" ";" ";" ";" ";" ";" ";" ";1.00000;"9530";"Y";0;" ";"FI2915963000059990";"NDEAFIHH";"N";"N";"N";" ";" ";" ";"FI09771354";" ";"N";242;.000;" ";" ";"2012-12-28-21.46.23.391387";" ";"2016-08-08-12.49.05.581795";0
"10";"9540";"MARKETING";"ÄYRITIE 16";" ";"VANTAA";"FI";"01510";20;750200;" ";" ";" ";"P.O.BOX 116";" ";"VANTAA";"FI";"01511";0;0;2;"N";" ";" ";7;28;" ";"N";0;0;"N";"N";0;"N";"N";0;"N";"N";1;7;28;8;40;172;15;"Y";0;0;0;"N";.00;.0;.00;.0;.00;"PLC MARKETING";"N";"A";"Y";"Y";30;"N";"N";"N";"Y";"Y";"Y";"N";"LABOR";"SOLAR";"PICKUP";"DEL";" ";" ";"N";0;0;" ";9540;"PLC MARKETING";" ";" ";0;0;"Y";3;100;.0000;"MARKETING";"Y";"N";"RAMIRENT PLC";" ";"1006";"A";"N";"B";0;0;0;" ";"N";"Y";" ";"H";"Y";"N";" ";" ";" ";" ";" ";0;0;0;0;20160808;124212;"RGRGMARNIV";" ";"WWW.RAMIRENT.COM";"FI01";"DMY";"ENU";"EUR";"FI";" ";"N";"Y";" ";" ";" ";" ";" ";" ";" ";" ";1.00000;"9540";"Y";0;" ";"FI2915963000059990";"NDEAFIHH";"N";"N";"N";" ";" ";" ";"FI09771354";" ";"N";243;.000;" ";" ";"2012-12-28-21.46.23.581846";" ";"2016-08-08-12.49.23.837611";0
